companycode	account	profitcenter	class	acc description	periodenddate	postingdate	documentdate	documentnumber	ccy1	ccy1amt	ccy2	ccy2amt	ccy3	ccy3amt	username	assignment	documenttype	text
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056430	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056431	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056431	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056432	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056432	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056433	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056433	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056434	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056257	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056257	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056258	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056258	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056277	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056277	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056278	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056278	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056279	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056279	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056280	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056280	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056281	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056281	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056282	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056282	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056283	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056283	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056284	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056284	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056285	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056285	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056286	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056434	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056475	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056476	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056476	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056477	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056477	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056478	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056478	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056479	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056479	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056480	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056442	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056443	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056443	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056444	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056444	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056445	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056445	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056446	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056446	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056447	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056447	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056448	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056448	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056435	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056435	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056436	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056436	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056437	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056437	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056438	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056438	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056439	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056439	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056440	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056440	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056441	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056441	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056442	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056471	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056472	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056472	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056473	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056473	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056474	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056474	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056475	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056189	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056311	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056311	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056310	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056310	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056309	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056312	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056101	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056101	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056313	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056312	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056313	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056102	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056102	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056103	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056103	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056104	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056104	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056105	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056105	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056106	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056106	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056107	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056107	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056094	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056094	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056095	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056095	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056096	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056096	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056097	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056097	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056098	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056098	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056099	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056099	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056100	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056100	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056305	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056305	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056306	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056306	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056307	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056307	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056308	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056308	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056309	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056108	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056120	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056120	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056314	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056314	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056315	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056315	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056316	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056316	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056317	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056317	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056318	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056318	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056319	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056319	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056320	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056320	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056321	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056321	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056322	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056322	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056121	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056121	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056122	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056108	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056109	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056109	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056110	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056110	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056111	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056111	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056112	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056112	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056113	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056113	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056114	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056114	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056115	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056115	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056116	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
